标题	年份	类型	国家	时长	评分	人数	概括	链接
浪潮 Die Welle	2008	剧情	德国	107	8.7	79007	　　赖纳•文格尔（Jürgen Vogel 饰）是德国某所高中的老师，该学校正在进行“国家体制”的主题活动周。由于他最喜欢的“无政府主义”课被另一位老师捷足先登，因此他只能主讲“独裁统治”课程。　　对于自由散漫的学生们来说，任何课程都只是为了学分而上。他们在课上大声聊天，无心听讲。文格尔别出心裁提出假想“独裁”的实验。在为期一周的实验中，文格尔被置于至高无上的地位，学生们对他要绝对服从。从最初的玩乐心态，这些青年男女渐渐沉湎这个名为“浪潮”的组织中，他们体会到集体和纪律的重要性，却在不知不觉中滑向了“独裁”与“纳粹”的深渊……　　本片根据真实事件改编，并荣获2008年德国电影杰出剧情片和最佳男配角奖（Frederick Lau）。	http://movie.douban.com/subject/2297265/	
梦之安魂曲 Requiem for a Dream	2000	剧情	美国	102	8.8	70705	　　哈瑞(贾里德-莱托饰)和玛丽安(珍妮弗-康奈利饰)彼此相爱，梦想着开个服装店，梦想着有个美好的明天。然而他们都离不开毒品，并想着以销毒赚得第一桶金。哈瑞的母亲是个彻底的电视迷，最大的梦想是上电视，为此不顾年迈吞食减肥药。由于药品里的毒品成分，她渐渐上了瘾。哈瑞的朋友狄龙(马龙-瓦延斯饰)同样是个瘾君子，为了挣大钱加入了黑社会。为了梦想，他们努力着，却一步步深陷毒品难以自拔。　　哈瑞的胳膊因注射毒品感染而被割去；玛丽安为了毒品出卖肉体和自尊；哈瑞的母亲最终住进了精神病院受尽折磨；狄龙锒铛入狱。当视线变得模糊，梦在遥远处呼唤，迷失的人该以怎样的姿态安抚自己的灵魂。	http://movie.douban.com/subject/1292270/	
自闭历程 Temple Grandin	2010	剧情/传记	美国	107	8.9	36257	　　本片根据自幼患有自闭症的美国动物科学家、畜牧学博士——天宝·葛兰汀（克莱尔·丹尼斯 Claire Danes饰）的个人自传改编而成，讲述天宝与众不同的成长经历。　　天宝四岁时被医生诊断为自闭症，母亲尝试多种方法让天宝开口说话。为了让天宝拥有正常人的生活，妈妈忍痛送她去一间寄宿学校念书。在这里，天宝认识了开启她天赋大门的恩师卡洛克博士。在恩师的帮助下，天宝顺利考入了大学。临上大学前的暑假，天宝来到姨妈家的农场度假。自此，天宝对牲畜产生了浓厚的兴趣。在大学里天宝制作“挤压机器”来平复紧张情绪。毕业后，天宝继续从事畜牧业的研究学习，设计出大大提高屠宰率且更为人道的屠宰方式。天宝以她独有的方式去认知世界，“像牲畜一样的思考”，在自闭症研讨会上大声的讲出自己的亲身经历……	http://movie.douban.com/subject/3236904/	
地球上的星星 Taare Zameen Par	2007	剧情/家庭	印度	165	8.9	48388	　　对于8岁的男孩伊夏（达席尔·萨法瑞 Darsheel Safary 饰）来说，世界是充满了惊奇和快乐的万花筒，他正在用一切他能够想到的方式和这个陌生的世界进行着交流，同时也充分的享受着大地万物慷慨的赠与。可是，这样的伊夏却是成年人眼中的问题儿童，他的成绩不好，在班上的排名靠后， 脑子里还充满了各种匪夷所思的鬼点子，在又一次闯下大祸后，忍无可忍的父母将他送往了寄宿学校。　　虽然伊夏的新生活并没有什么改变，但在内心里，和父母分离的生活让他感到闷闷不乐，这时，一位名叫尼克（阿米尔·汗 Aamir Khan 饰）的美术老师走进了他的生活。和以往所见到的固守成规的老师不同，尼克主张让学生们保留自己的个性和思想，自由的发展。在和尼克相处的日子里，伊夏和尼克都慢慢的成熟了起来。	http://movie.douban.com/subject/2363506/	
与狼共舞 Dances with Wolves	1990	剧情/西部/冒险	美国	181	8.9	43253	　　邓巴中尉（凯文•科斯特纳 Kevin Costner 饰）在南北战争中立了大功，政府为了褒奖他，给了他任意选择驻地的特权。邓巴渴望着一种全新的生活，于是选择了遥远偏僻的西部哨所塞克威克。这里住着大量的印第安苏族人。　　一开始苏族人把他的到来有着抗拒，当邓巴主动接近和了解他们的生活，并搭救了一个从小在苏族长大的白人少女后，族人和他之间的关系开始回暖。他得到了一个印第安名字：与狼共舞。邓巴的骑术让族人惊叹，他的善良被大家称赞，和白人少女也日久生情。一次对抗外族入侵的战争中，邓巴更是被封为了苏族人的民族英雄。　　然而马背文化的没落已成必然，白人士兵来到这片土地，驱赶苏族人，捕捉“叛徒”邓巴，这片朴实的土地慢慢改变了容颜……	http://movie.douban.com/subject/1293764/	
我是山姆 I Am Sam	2001	剧情/家庭	美国	132	8.8	70178	　　在星巴克工作的山姆（西恩•潘 Sean Penn 饰），虽已成人，但智力水平只有7岁。一次偶然，他收留了一个流浪女。该女子帮山姆生下了一个女儿后消失得无影无踪。　　他给女儿取名叫露西（达科塔•范宁 Dakota Fanning 饰）,因为他最喜欢甲壳虫乐队的《天空中戴钻石的露西》。他非常疼爱自己的孩子。露西在山姆的细心呵护下慢慢地长大了，她发现爸爸不能看懂稍微复杂一些的故事。她在拒绝长大，希望和爸爸一样。父女两的生活是那么幸福。　　地区的教育官员发现了这个特殊的家庭，他们认为山姆没有能力照顾露西，于是把露西带走了。　　伤心极了的山姆一心要挣回露西的抚养权，于是他自以为是的去找该地区最好的律师……	http://movie.douban.com/subject/1306861/	
迷墙 Pink Floyd The Wall	1982	剧情/音乐	英国	95	8.8	29237	　　本片用迷幻的影像和摇滚乐讲述了一个非典型乐队主唱的成长史。儿时，平克（鲍勃•吉尔道夫 Bob Geldof  饰）的父亲在二战中身亡，母亲与家庭医生关系暧昧，这让他幼小心灵备受创伤。在学校，他对呆板的填鸭教育深恶痛绝，时刻准备着绝地反击。成年后，他在泡吧时结识了风骚的舞女，并与之发生了关系。然而，性欲的满足感并没有维持太久，他就厌倦了这种不靠谱的感情，特别是他对于女人的怀疑和嫉妒达到了无以复加的地步，因此当对方再度示好投怀送抱的时候，他便歇斯底里地爆发了，仿佛要把全世界都砸碎了才算安心。在此期间，他还表达了强烈的反战情绪和愤世嫉俗的观念，在物质丰富的生活中，他的精神生活极度匮乏，在工业化大行其道的环境里，他还固守着梦想的断壁残垣……	http://movie.douban.com/subject/1296157/	
小情人 แฟนฉัน	2003	喜剧/儿童	泰国	110	8.6	42857	　　10 岁的阿捷（查理•哲华 Chalee Trirat）和奈娜（霍嘉丝•芝华顾 Focus Jeerakul 饰）是一对青梅竹马的好朋友，两人同样身为理发师的父亲虽然老死不相往来，但这两个小家伙却每天都在一起玩耍。清秀的阿捷热衷和奈娜玩一些女孩子的游戏，这也招致小霸王吉扎（查郎谱•狄锦邦提哇旺 Chaleumpol Tikumpornteerawong 饰）等人的嘲笑。男孩的心中都有一份倔强和不甘，阿捷为此狠下心和奈娜决裂，两个好友从此不再见面。阿捷随着吉扎他们来到男孩的世界尽情玩耍，却不知自己的青梅竹马正要举家搬到另一个地方……　　本片荣获2004年上海国际电影节最佳导演奖、2004年泰国影评人协会最佳导演和最佳男配角奖（Chaleumpol Tikumpornteerawong）。	http://movie.douban.com/subject/1394488/	
惊魂记 Psycho	1960	悬疑/惊悚/恐怖	美国	109	8.8	49163	　　Marion（珍妮特·利 Janet Leigh 饰）在亚利桑那州凤凰城上班，每天中午都急匆匆地与男友幽会，然而男友却因为推说没钱给前妻赡养费而迟迟不肯离婚。这天Marion要替老板存进4万美元进银行，一时冲动之下她决定携款潜逃。沿途她换车后又遇下雨，身心备受煎熬的她见 到路边有一家贝兹汽车旅馆，便决定留下过夜。　　贝兹汽车旅馆的老板Norman（安东尼·博金斯 Anthony Perkins 饰）是个个性良善的青年，只是面对房间中的母亲十分敬畏。Marion只想赶紧度过今晚，然而在她淋浴时被恐怖杀害。　　Marion的妹妹Lila（维拉·迈尔斯 Vera Miles 饰）一路追踪失踪的姐姐过来，也住进了贝兹汽车旅馆，私家侦探Milton则帮助Lila将目标锁定在Norman身上。一切都似乎与Norman的母亲有关，那控制着儿子的母亲，到底是何方神圣？	http://movie.douban.com/subject/1293181/	
四百击 Les quatre cents coups	1959	剧情/犯罪	法国	99	8.7	31014	　　特吕弗的半自传体作品，探讨了一个13岁男孩的生活和内心世界。安托万（让-皮埃尔•利奥德 Jean-Pierre Léaud  饰）处于成长的叛逆期，却没有得到良好的成长土壤。他面对着僵化保守的学校教育制度、四分五裂的家庭坏境和残酷冰冷的社会面相，无论如何都找不到出路。他逃课，见到母亲和他人偷情，跟老师谎称母亲去世，谎言被揭穿后，他离家出走，彻夜不归，并为了归还偷走的打印机而被警察当场抓住，带去了少管中心，但他还是在大家不留神的时候逃走了。安托万拼命往外跑，身后警笛鸣起，迷惘的安托万一直朝着大海奔跑……	http://movie.douban.com/subject/1300056/	
上帝也疯狂2 The Gods Must Be Crazy II	1989	喜剧	博茨瓦纳 / 南非 / 美国	98	8.8	33260	　　在沙漠中生活的卡拉哈里人远离现代世界，在干旱的环境里自有一套谋生方式。卡拉哈里人奇哥（N!xau 饰）的两个幼子奇沙与奇尔在父亲寻找食物时被车厢的露水吸引，登上了偷猎者的卡车，却被不知情的偷猎者带走。奇哥自此踏上了追寻孩子的旅途……来自美国的法学博士安泰勒（Lena Farugia 饰）经一位心血来潮的飞行员邀请，登上了他的飞机，却为恶劣的天气影响，和动物学家马歇尔（Hans Strydom 饰）一同被困在沙漠的深处，两位博士术业有专攻，但野外生存肯定不是安泰勒的强项，女博士忙乱的表现为这次历险平添了轻松的气氛……古巴战士与非洲士兵为双方阵营而战，两个人一把枪传来传去，他们也先后做着对方的俘虏……这群人在沙漠深处的动物天堂穿插互动，上演了一出温馨轻松的喜剧。	http://movie.douban.com/subject/1294490/	
偷自行车的人 Ladri di biciclette	1948	剧情/犯罪	意大利	93	8.9	26552	　　二战过后，罗马同许多城市一样，充斥失业和贫困，人们常常为一个工作机会争得头破血流。已失业多时的里奇（Lamberto Maggiorani）费劲千辛万苦获得一份海报张贴的工作后，却为这份工作需要一辆自行车犯愁，为了以后的日子好过，他用妻子的嫁妆--床单从换回已经当掉的自行车，不想，他的自行车在上班第一天就被盗。里奇同儿子布鲁诺（Enzo Staiola）寻遍罗马大街小巷，也没能找到他赖以活命的自行车，眼见无指望的日子又要降临，里奇决定以牙还牙，可是他的运气却没有别的小偷好。	http://movie.douban.com/subject/1295873/	
无人知晓 誰も知らない	2004	剧情	日本	141	8.9	19152	　　新搬来的公寓这家人是母亲惠子（You饰）带着四个孩子：明（柳乐优弥饰）、京子、茂、雪。但母亲却得对周围的人们撒谎说丈夫去海外工作，自己与长子两个人在一起生活。事实是其它三名弟妹是“黑孩子”，因为四个孩子有着各自不同的父亲。他们一直呆在家中，没有去学校上学。　　在母亲去百货商店工作时，年纪尚小的明就在家中代替母亲行使家长的职责。突然有一天母亲不见了，她把手中仅有的20万日元现金和一张短短的便条留给了孩子们，把弟妹托付给明看管后，就悄然地离家出走。　　无亲无故，对外面几乎一无所知的四个孩子们，要开始面对新的生活，那实在不是件容易的事情……	http://movie.douban.com/subject/1292337/	
